"(1, 'pp', 'po')","(0, 'po', 'va')","(1, 'va', 'va')","(5, 'va', 'Tau')",,,
"(3, 'po', 'po')","(1, 'po', 'po')","(1, 'po', 'pp')","(2, 'pp', 'Tau')",,,
"(5, 'va', 'pp')","(6, 'pp', 'po')","(1, 'po', 'Tau')",,,,
"(6, 'po', 'po')","(4, 'po', 'Tau')",,,,,
"(2, 'sib', 'Tau')",,,,,,
"(4, 'pp', 'pp')","(4, 'pp', 'Tau')",,,,,
"(6, 'sib', 'Tau')",,,,,,
"(1, 'va', 'va')","(0, 'va', 'Tau')",,,,,
"(4, 'va', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'po', 'Tau')",,,,,,
"(6, 'pp', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(4, 'pp', 'Tau')",,,,,,
"(2, 'va', 'sib')","(4, 'sib', 'va')","(4, 'va', 'Tau')",,,,
"(1, 'sib', 'sib')","(2, 'sib', 'sib')","(1, 'sib', 'sib')","(1, 'sib', 'Tau')",,,
"(0, 'va', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'po', 'va')","(1, 'va', 'va')","(1, 'va', 'Tau')",,,,
"(1, 'va', 'Tau')",,,,,,
"(4, 'po', 'po')","(3, 'po', 'Tau')",,,,,
"(1, 'pp', 'po')","(6, 'po', 'pp')","(1, 'pp', 'po')","(4, 'po', 'pp')","(1, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')"
"(2, 'sib', 'sib')","(1, 'sib', 'Tau')",,,,,
"(2, 'pp', 'pp')","(1, 'pp', 'po')","(3, 'po', 'pp')","(2, 'pp', 'Tau')",,,
"(6, 'po', 'Tau')",,,,,,
"(1, 'sib', 'sib')","(6, 'sib', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'pp')","(0, 'pp', 'pp')","(0, 'pp', 'pp')","(0, 'pp', 'pp')"
"(0, 'va', 'Tau')",,,,,,
"(1, 'pp', 'Tau')",,,,,,
"(1, 'sib', 'pp')","(1, 'pp', 'po')","(1, 'po', 'po')","(4, 'po', 'Tau')",,,
"(1, 'va', 'va')","(2, 'va', 'Tau')",,,,,
"(1, 'sib', 'Tau')",,,,,,
"(4, 'sib', 'pp')","(0, 'pp', 'pp')","(4, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,
"(2, 'po', 'Tau')",,,,,,
"(1, 'va', 'pp')","(4, 'pp', 'Tau')",,,,,
"(6, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(1, 'po', 'pp')","(2, 'pp', 'Tau')",,,,,
"(1, 'sib', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(6, 'sib', 'Tau')",,,,,,
"(2, 'po', 'Tau')",,,,,,
"(1, 'sib', 'Tau')",,,,,,
"(1, 'sib', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'pp')","(4, 'pp', 'Tau')",,,,
"(0, 'po', 'Tau')",,,,,,
"(6, 'po', 'pp')","(2, 'pp', 'pp')","(4, 'pp', 'pp')","(2, 'pp', 'Tau')",,,
"(1, 'va', 'pp')","(1, 'pp', 'po')","(2, 'po', 'po')","(4, 'po', 'pp')","(2, 'pp', 'pp')","(0, 'pp', 'pp')","(0, 'pp', 'pp')"
"(1, 'va', 'pp')","(2, 'pp', 'Tau')",,,,,
"(1, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'va', 'va')","(2, 'va', 'Tau')",,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(0, 'po', 'po')","(2, 'po', 'Tau')",,,,,
"(2, 'pp', 'Tau')",,,,,,
"(4, 'sib', 'Tau')",,,,,,
"(6, 'va', 'Tau')",,,,,,
"(6, 'sib', 'Tau')",,,,,,
"(2, 'po', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(4, 'pp', 'Tau')",,,,,,
"(2, 'po', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(4, 'va', 'va')","(2, 'va', 'Tau')",,,,,
"(2, 'po', 'po')","(1, 'po', 'pp')","(1, 'pp', 'Tau')",,,,
"(1, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(1, 'pp', 'po')","(2, 'po', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'Tau')",,
"(2, 'po', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'va', 'Tau')",,,,,,
"(1, 'po', 'Tau')",,,,,,
"(5, 'sib', 'sib')","(0, 'sib', 'va')","(2, 'va', 'Tau')",,,,
"(2, 'sib', 'sib')","(4, 'sib', 'Tau')",,,,,
"(2, 'po', 'pp')","(4, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,
"(3, 'po', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",,,,
"(2, 'va', 'Tau')",,,,,,
"(4, 'po', 'pp')","(2, 'pp', 'Tau')",,,,,
"(1, 'pp', 'pp')","(0, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'po', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')"
"(1, 'po', 'po')","(1, 'po', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'pp')","(0, 'pp', 'pp')","(2, 'pp', 'Tau')",,,
"(4, 'pp', 'Tau')",,,,,,
"(0, 'po', 'Tau')",,,,,,
"(2, 'po', 'Tau')",,,,,,
"(1, 'pp', 'Tau')",,,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(4, 'va', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",
"(1, 'pp', 'Tau')",,,,,,
"(2, 'va', 'va')","(0, 'va', 'va')","(6, 'va', 'pp')","(1, 'pp', 'po')","(1, 'po', 'Tau')",,
"(2, 'va', 'sib')","(2, 'sib', 'Tau')",,,,,
"(2, 'po', 'po')","(2, 'po', 'Tau')",,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(4, 'va', 'va')","(5, 'va', 'Tau')",,,,,
"(1, 'sib', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'pp')","(0, 'pp', 'pp')","(2, 'pp', 'Tau')",,
"(2, 'va', 'Tau')",,,,,,
"(2, 'va', 'va')","(4, 'va', 'va')","(2, 'va', 'va')","(2, 'va', 'Tau')",,,
"(1, 'pp', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(4, 'po', 'Tau')",,,,,,
"(1, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'sib')","(3, 'sib', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",
"(1, 'pp', 'pp')","(0, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'pp', 'pp')","(6, 'pp', 'po')","(3, 'po', 'pp')","(3, 'pp', 'pp')","(2, 'pp', 'Tau')",,
"(3, 'va', 'va')","(2, 'va', 'Tau')",,,,,
"(1, 'sib', 'va')","(1, 'va', 'Tau')",,,,,
"(1, 'va', 'Tau')",,,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(3, 'po', 'po')","(1, 'po', 'Tau')",,,,,
"(4, 'po', 'Tau')",,,,,,
"(6, 'sib', 'Tau')",,,,,,
"(1, 'sib', 'po')","(1, 'po', 'Tau')",,,,,
"(2, 'po', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(3, 'va', 'Tau')",,,,,,
"(2, 'po', 'pp')","(2, 'pp', 'pp')","(5, 'pp', 'sib')","(2, 'sib', 'Tau')",,,
"(1, 'sib', 'Tau')",,,,,,
"(2, 'va', 'va')","(1, 'va', 'va')","(0, 'va', 'va')","(2, 'va', 'Tau')",,,
"(2, 'pp', 'Tau')",,,,,,
"(1, 'sib', 'va')","(2, 'va', 'va')","(4, 'va', 'Tau')",,,,
"(2, 'va', 'pp')","(2, 'pp', 'Tau')",,,,,
"(0, 'sib', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'po', 'Tau')",,,,,,
"(2, 'po', 'po')","(2, 'po', 'pp')","(1, 'pp', 'pp')","(2, 'pp', 'Tau')",,,
"(6, 'po', 'pp')","(1, 'pp', 'pp')","(0, 'pp', 'pp')","(1, 'pp', 'pp')","(0, 'pp', 'sib')","(1, 'sib', 'va')","(1, 'va', 'Tau')"
"(2, 'va', 'va')","(1, 'va', 'Tau')",,,,,
"(2, 'po', 'Tau')",,,,,,
"(2, 'po', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'va', 'va')","(2, 'va', 'Tau')",,,,,
"(1, 'va', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(0, 'sib', 'va')","(2, 'va', 'Tau')",,,,,
"(1, 'sib', 'Tau')",,,,,,
"(2, 'po', 'Tau')",,,,,,
"(2, 'po', 'po')","(2, 'po', 'Tau')",,,,,
"(4, 'pp', 'Tau')",,,,,,
"(2, 'va', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'va', 'va')","(0, 'va', 'Tau')",,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(1, 'po', 'pp')","(4, 'pp', 'Tau')",,,,,
"(6, 'pp', 'pp')","(1, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(1, 'va', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(4, 'va', 'pp')","(2, 'pp', 'Tau')",,,,,
"(4, 'sib', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'pp')","(2, 'pp', 'Tau')",,,
"(1, 'pp', 'po')","(2, 'po', 'Tau')",,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(1, 'pp', 'po')","(4, 'po', 'pp')","(2, 'pp', 'Tau')",,,
"(2, 'va', 'va')","(4, 'va', 'pp')","(2, 'pp', 'Tau')",,,,
"(1, 'va', 'Tau')",,,,,,
"(2, 'va', 'va')","(2, 'va', 'Tau')",,,,,
"(1, 'sib', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'po', 'po')","(1, 'po', 'Tau')",,,,,
"(1, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,,
"(6, 'sib', 'va')","(2, 'va', 'Tau')",,,,,
"(2, 'po', 'pp')","(2, 'pp', 'Tau')",,,,,
"(4, 'sib', 'pp')","(1, 'pp', 'Tau')",,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(3, 'pp', 'pp')","(2, 'pp', 'Tau')",,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'po', 'po')","(4, 'po', 'Tau')",,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(0, 'sib', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'va', 'Tau')",,,,,,
"(1, 'va', 'Tau')",,,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(4, 'va', 'Tau')",,,,,,
"(6, 'va', 'va')","(2, 'va', 'Tau')",,,,,
"(2, 'po', 'va')","(2, 'va', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'pp', 'pp')","(1, 'pp', 'Tau')",,,,,
"(0, 'sib', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(0, 'pp', 'pp')","(2, 'pp', 'Tau')",,
"(2, 'po', 'va')","(5, 'va', 'Tau')",,,,,
"(1, 'po', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'po', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'Tau')",,,
"(1, 'po', 'po')","(1, 'po', 'sib')","(1, 'sib', 'po')","(2, 'po', 'sib')","(1, 'sib', 'Tau')",,
"(2, 'po', 'Tau')",,,,,,
"(1, 'sib', 'Tau')",,,,,,
"(2, 'po', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'pp')","(2, 'pp', 'Tau')",,,
"(2, 'po', 'Tau')",,,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'po', 'Tau')",,,,,,
"(4, 'va', 'va')","(1, 'va', 'va')","(2, 'va', 'pp')","(2, 'pp', 'Tau')",,,
"(2, 'sib', 'sib')","(6, 'sib', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,
"(1, 'sib', 'va')","(4, 'va', 'va')","(1, 'va', 'Tau')",,,,
"(0, 'sib', 'pp')","(2, 'pp', 'Tau')",,,,,
"(1, 'va', 'va')","(1, 'va', 'va')","(2, 'va', 'Tau')",,,,
"(2, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,,
"(2, 'po', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(1, 'sib', 'Tau')",,,,,,
"(2, 'va', 'va')","(4, 'va', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,
"(2, 'va', 'Tau')",,,,,,
"(5, 'va', 'Tau')",,,,,,
"(2, 'va', 'Tau')",,,,,,
"(4, 'po', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'po')","(1, 'po', 'pp')"
"(5, 'po', 'po')","(2, 'po', 'pp')","(5, 'pp', 'Tau')",,,,
"(1, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",
"(2, 'va', 'Tau')",,,,,,
"(2, 'po', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'po')","(1, 'po', 'po')","(0, 'po', 'va')","(2, 'va', 'Tau')",
"(2, 'pp', 'Tau')",,,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'po', 'sib')","(2, 'sib', 'Tau')",,,,,
"(2, 'va', 'va')","(2, 'va', 'sib')","(2, 'sib', 'Tau')",,,,
"(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(1, 'va', 'va')","(2, 'va', 'Tau')",,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'po', 'sib')","(1, 'sib', 'Tau')",,,,,
"(1, 'pp', 'Tau')",,,,,,
"(0, 'sib', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'po', 'Tau')",,,,,,
"(4, 'va', 'Tau')",,,,,,
"(3, 'sib', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'po', 'va')","(2, 'va', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,
"(2, 'pp', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'pp')","(4, 'pp', 'Tau')",,,
"(2, 'va', 'Tau')",,,,,,
"(4, 'po', 'po')","(2, 'po', 'Tau')",,,,,
"(2, 'po', 'va')","(0, 'va', 'Tau')",,,,,
"(2, 'sib', 'Tau')",,,,,,
"(4, 'va', 'Tau')",,,,,,
"(2, 'po', 'va')","(3, 'va', 'Tau')",,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",,
"(2, 'po', 'pp')","(4, 'pp', 'Tau')",,,,,
"(4, 'po', 'Tau')",,,,,,
"(2, 'po', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(1, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,,
"(1, 'va', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'po', 'sib')","(2, 'sib', 'Tau')",,,,,
"(2, 'po', 'Tau')",,,,,,
"(2, 'po', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'pp', 'pp')","(1, 'pp', 'po')","(4, 'po', 'pp')","(2, 'pp', 'Tau')",,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'po', 'po')","(2, 'po', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'po', 'Tau')",,,,,,
"(1, 'va', 'pp')","(2, 'pp', 'Tau')",,,,,
"(3, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,,
"(2, 'po', 'po')","(2, 'po', 'Tau')",,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'sib', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'po', 'Tau')",,,,,,
"(1, 'va', 'Tau')",,,,,,
"(3, 'sib', 'pp')","(0, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'va', 'va')","(4, 'va', 'va')","(2, 'va', 'sib')","(1, 'sib', 'Tau')",,,
"(4, 'va', 'va')","(6, 'va', 'va')","(2, 'va', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'Tau')",
"(1, 'po', 'Tau')",,,,,,
"(2, 'sib', 'po')","(4, 'po', 'sib')","(2, 'sib', 'Tau')",,,,
"(2, 'po', 'pp')","(4, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(4, 'va', 'Tau')",,,,,,
"(2, 'va', 'po')","(2, 'po', 'va')","(4, 'va', 'Tau')",,,,
"(4, 'sib', 'pp')","(1, 'pp', 'sib')","(0, 'sib', 'Tau')",,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'va', 'Tau')",,,,,,
"(4, 'sib', 'va')","(2, 'va', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'Tau')",,,
"(4, 'va', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(4, 'va', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(4, 'va', 'va')","(2, 'va', 'Tau')",,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'po', 'Tau')",,,,,,
"(1, 'va', 'Tau')",,,,,,
"(2, 'va', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,
"(4, 'pp', 'Tau')",,,,,,
"(0, 'sib', 'va')","(2, 'va', 'va')","(0, 'va', 'Tau')",,,,
"(2, 'po', 'va')","(2, 'va', 'Tau')",,,,,
"(6, 'po', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'va', 'va')","(1, 'va', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'Tau')",,,
"(4, 'po', 'sib')","(2, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,
"(2, 'va', 'va')","(2, 'va', 'Tau')",,,,,
"(4, 'po', 'Tau')",,,,,,
"(1, 'po', 'po')","(2, 'po', 'Tau')",,,,,
"(2, 'po', 'pp')","(2, 'pp', 'Tau')",,,,,
"(0, 'sib', 'Tau')",,,,,,
"(2, 'po', 'Tau')",,,,,,
"(2, 'va', 'pp')","(1, 'pp', 'Tau')",,,,,
"(4, 'va', 'va')","(2, 'va', 'Tau')",,,,,
"(2, 'po', 'va')","(1, 'va', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'va', 'Tau')",,,,,,
"(4, 'va', 'va')","(1, 'va', 'Tau')",,,,,
"(1, 'po', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'sib', 'pp')","(2, 'pp', 'pp')","(0, 'pp', 'pp')","(2, 'pp', 'Tau')",,,
"(2, 'po', 'Tau')",,,,,,
"(3, 'va', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'va', 'Tau')",,,,,,
"(4, 'va', 'Tau')",,,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'pp', 'Tau')",,,,,,
"(1, 'va', 'Tau')",,,,,,
"(2, 'po', 'po')","(2, 'po', 'Tau')",,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'va', 'pp')","(2, 'pp', 'Tau')",,,,,
"(4, 'sib', 'pp')","(2, 'pp', 'Tau')",,,,,
"(4, 'va', 'sib')","(2, 'sib', 'Tau')",,,,,
"(2, 'pp', 'Tau')",,,,,,
"(1, 'sib', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,
"(2, 'va', 'va')","(1, 'va', 'Tau')",,,,,
"(2, 'po', 'pp')","(0, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(1, 'pp', 'po')","(2, 'po', 'pp')","(2, 'pp', 'Tau')",,,
"(1, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(4, 'pp', 'Tau')",,,,,,
"(1, 'va', 'Tau')",,,,,,
"(2, 'va', 'pp')","(2, 'pp', 'Tau')",,,,,
"(5, 'po', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(6, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(4, 'po', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(5, 'va', 'va')","(2, 'va', 'va')","(1, 'va', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')"
"(4, 'pp', 'Tau')",,,,,,
"(1, 'po', 'po')","(1, 'po', 'va')","(2, 'va', 'Tau')",,,,
"(0, 'va', 'pp')","(0, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(1, 'po', 'po')","(2, 'po', 'po')","(1, 'po', 'Tau')",,,,
"(2, 'sib', 'sib')","(4, 'sib', 'Tau')",,,,,
"(1, 'po', 'Tau')",,,,,,
"(3, 'pp', 'pp')","(2, 'pp', 'pp')","(4, 'pp', 'pp')","(0, 'pp', 'pp')","(2, 'pp', 'Tau')",,
"(2, 'va', 'va')","(4, 'va', 'Tau')",,,,,
"(2, 'sib', 'Tau')",,,,,,
"(4, 'po', 'Tau')",,,,,,
"(4, 'po', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')"
"(2, 'va', 'Tau')",,,,,,
"(1, 'po', 'Tau')",,,,,,
"(2, 'po', 'pp')","(1, 'pp', 'Tau')",,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'po', 'Tau')",,,,,,
"(2, 'po', 'pp')","(1, 'pp', 'sib')","(2, 'sib', 'Tau')",,,,
"(2, 'po', 'sib')","(1, 'sib', 'Tau')",,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(0, 'va', 'pp')","(2, 'pp', 'Tau')",,,,,
"(4, 'va', 'Tau')",,,,,,
"(2, 'po', 'va')","(2, 'va', 'pp')","(2, 'pp', 'Tau')",,,,
"(0, 'va', 'Tau')",,,,,,
"(2, 'po', 'va')","(3, 'va', 'Tau')",,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'po', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(1, 'sib', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'po', 'Tau')",,,,,,
"(2, 'sib', 'sib')","(1, 'sib', 'pp')","(2, 'pp', 'pp')","(6, 'pp', 'Tau')",,,
"(2, 'va', 'va')","(2, 'va', 'va')","(2, 'va', 'va')","(1, 'va', 'Tau')",,,
"(2, 'po', 'Tau')",,,,,,
"(2, 'sib', 'Tau')",,,,,,
"(2, 'pp', 'sib')","(1, 'sib', 'Tau')",,,,,
"(2, 'pp', 'pp')","(1, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'va', 'va')","(2, 'va', 'sib')","(2, 'sib', 'sib')","(4, 'sib', 'pp')","(2, 'pp', 'Tau')",,
"(2, 'pp', 'pp')","(1, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(6, 'pp', 'Tau')",,
"(2, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(1, 'va', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(4, 'va', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'va', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'pp', 'Tau')",,,,,,
"(2, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'va', 'va')","(2, 'va', 'Tau')",,,,,
"(1, 'sib', 'sib')","(2, 'sib', 'Tau')",,,,,
"(1, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'pp')","(1, 'pp', 'pp')","(2, 'pp', 'pp')","(2, 'pp', 'Tau')",
"(4, 'va', 'Tau')",,,,,,
"(3, 'po', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'va', 'Tau')",,,,,,
"(1, 'pp', 'Tau')",,,,,,
"(4, 'sib', 'pp')","(0, 'pp', 'pp')","(2, 'pp', 'Tau')",,,,
"(2, 'sib', 'pp')","(2, 'pp', 'Tau')",,,,,
"(2, 'va', 'Tau')",,,,,,
"(2, 'va', 'po')","(2, 'po', 'Tau')",,,,,
"(2, 'po', 'po')","(2, 'po', 'sib')","(1, 'sib', 'sib')","(2, 'sib', 'Tau')",,,
"(1, 'sib', 'Tau')",,,,,,
"(0, 'po', 'Tau')",,,,,,
"(1, 'va', 'pp')","(2, 'pp', 'pp')","(3, 'pp', 'pp')","(1, 'pp', 'Tau')",,,
"(0, 'sib', 'pp')","(2, 'pp', 'Tau')",,,,,
